key,group_01,group_02,group_03,group_04,group_05,group_06,group_07,group_08,group_09
112444,0,0,0,0,0,0,0,0,1
76259,0,0,0,0,0,0,0,0,1
18593,0,0,1,0,0,0,0,0,0
119548,0,0,0,0,0,0,0,0,1
98228,0,0,0,0,0,0,0,0,1
66326,0,0,0,0,0,0,0,0,1
90516,0,0,0,0,0,0,0,0,1
15569,0,1,0,0,0,0,0,0,0
36152,0,0,0,0,0,1,0,0,0
127362,0,0,0,0,0,0,0,0,1
37791,0,0,0,0,0,1,0,0,0
74169,0,0,0,0,0,0,0,0,1
95871,0,0,0,0,0,0,0,0,1
134401,0,0,0,0,0,0,0,0,1
75669,0,0,0,0,0,0,0,0,1
94687,0,0,0,0,0,0,0,0,1
47773,0,0,0,0,0,0,1,0,0
84958,0,0,0,0,0,0,0,0,1
21371,0,0,1,0,0,0,0,0,0
45426,0,0,0,0,0,1,0,0,0
129345,0,0,0,0,0,0,0,0,1
103629,0,0,0,0,0,0,0,0,1
16811,0,1,0,0,0,0,0,0,0
19907,0,0,1,0,0,0,0,0,0
2471,0,1,0,0,0,0,0,0,0
143347,0,0,0,0,0,0,0,0,1
48659,0,0,0,0,0,0,0,1,0
62342,0,0,0,0,0,0,0,0,1
100136,0,0,0,0,0,0,0,0,1
23741,0,0,1,0,0,0,0,0,0
46585,0,0,0,0,0,0,1,0,0
86780,0,0,0,0,0,0,0,0,1
136319,0,0,0,0,0,0,0,0,1
115970,0,0,0,0,0,0,0,0,1
75238,0,0,0,0,0,0,0,0,1
26939,0,0,0,1,0,0,0,0,0
52152,0,0,0,0,0,0,0,1,0
9016,0,1,0,0,0,0,0,0,0
9205,0,1,0,0,0,0,0,0,0
117994,0,0,0,0,0,0,0,0,1
61837,0,0,0,0,0,0,0,0,1
14081,0,1,0,0,0,0,0,0,0
141032,0,0,0,0,0,0,0,0,1
77184,0,0,0,0,0,0,0,0,1
57687,0,0,0,0,0,0,0,0,1
121879,0,0,0,0,0,0,0,0,1
122310,0,0,0,0,0,0,0,0,1
97474,0,0,0,0,0,0,0,0,1
143221,0,0,0,0,0,0,0,0,1
91922,0,0,0,0,0,0,0,0,1
7997,0,1,0,0,0,0,0,0,0
83578,0,0,0,0,0,0,0,0,1
81468,0,0,0,0,0,0,0,0,1
55673,0,0,0,0,0,0,0,1,0
94696,0,0,0,0,0,0,0,0,1
95836,0,0,0,0,0,0,0,0,1
103158,0,0,0,0,0,0,0,0,1
31781,0,0,0,0,0,1,0,0,0
128992,0,0,0,0,0,0,0,0,1
89966,0,0,0,0,0,0,0,0,1
131879,0,0,0,0,0,0,0,0,1
73405,0,0,0,0,0,0,0,0,1
88665,0,0,0,0,0,0,0,0,1
70878,0,0,0,0,0,0,0,0,1
52973,0,0,0,0,0,0,0,1,0
66772,0,0,0,0,0,0,0,0,1
478,1,0,0,0,0,0,0,0,0
64611,0,0,0,0,0,0,0,0,1
129476,0,0,0,0,0,0,0,0,1
77099,0,0,0,0,0,0,0,0,1
130485,0,0,0,0,0,0,0,0,1
56637,0,0,0,0,0,0,0,1,0
138277,0,0,0,0,0,0,0,0,1
76698,0,0,0,0,0,0,0,0,1
108178,0,0,0,0,0,0,0,0,1
103232,0,0,0,0,0,0,0,0,1
142061,0,0,0,0,0,0,0,0,1
113028,0,0,0,0,0,0,0,0,1
130270,0,0,0,0,0,0,0,0,1
3994,0,1,0,0,0,0,0,0,0
127394,0,0,0,0,0,0,0,0,1
84417,0,0,0,0,0,0,0,0,1
86334,0,0,0,0,0,0,0,0,1
54553,0,0,0,0,0,0,0,1,0
21559,0,0,1,0,0,0,0,0,0
101762,0,0,0,0,0,0,0,0,1
6133,0,1,0,0,0,0,0,0,0
22442,0,0,1,0,0,0,0,0,0
122428,0,0,0,0,0,0,0,0,1
19383,0,0,1,0,0,0,0,0,0
57983,0,0,0,0,0,0,0,0,1
40270,0,0,0,0,0,1,0,0,0
67704,0,0,0,0,0,0,0,0,1
60698,0,0,0,0,0,0,0,0,1
108562,0,0,0,0,0,0,0,0,1
56512,0,0,0,0,0,0,0,1,0
2790,0,1,0,0,0,0,0,0,0
142704,0,0,0,0,0,0,0,0,1
85424,0,0,0,0,0,0,0,0,1
86517,0,0,0,0,0,0,0,0,1
98656,0,0,0,0,0,0,0,0,1
106962,0,0,0,0,0,0,0,0,1
19596,0,0,1,0,0,0,0,0,0
71913,0,0,0,0,0,0,0,0,1
111627,0,0,0,0,0,0,0,0,1
67973,0,0,0,0,0,0,0,0,1
65605,0,0,0,0,0,0,0,0,1
47568,0,0,0,0,0,0,1,0,0
139994,0,0,0,0,0,0,0,0,1
139593,0,0,0,0,0,0,0,0,1
13676,0,1,0,0,0,0,0,0,0
132501,0,0,0,0,0,0,0,0,1
99675,0,0,0,0,0,0,0,0,1
100209,0,0,0,0,0,0,0,0,1
14047,0,1,0,0,0,0,0,0,0
40383,0,0,0,0,0,1,0,0,0
45164,0,0,0,0,0,1,0,0,0
107651,0,0,0,0,0,0,0,0,1
100304,0,0,0,0,0,0,0,0,1
134782,0,0,0,0,0,0,0,0,1
5475,0,1,0,0,0,0,0,0,0
17466,0,1,0,0,0,0,0,0,0
49364,0,0,0,0,0,0,0,1,0
87322,0,0,0,0,0,0,0,0,1
5679,0,1,0,0,0,0,0,0,0
134375,0,0,0,0,0,0,0,0,1
52502,0,0,0,0,0,0,0,1,0
53645,0,0,0,0,0,0,0,1,0
6812,0,1,0,0,0,0,0,0,0
9009,0,1,0,0,0,0,0,0,0
133647,0,0,0,0,0,0,0,0,1
36596,0,0,0,0,0,1,0,0,0
47260,0,0,0,0,0,0,1,0,0
41089,0,0,0,0,0,1,0,0,0
25627,0,0,1,0,0,0,0,0,0
53876,0,0,0,0,0,0,0,1,0
130779,0,0,0,0,0,0,0,0,1
118141,0,0,0,0,0,0,0,0,1
5848,0,1,0,0,0,0,0,0,0
125531,0,0,0,0,0,0,0,0,1
111093,0,0,0,0,0,0,0,0,1
1276,1,0,0,0,0,0,0,0,0
117887,0,0,0,0,0,0,0,0,1
97629,0,0,0,0,0,0,0,0,1
55063,0,0,0,0,0,0,0,1,0
106733,0,0,0,0,0,0,0,0,1
39913,0,0,0,0,0,1,0,0,0
62723,0,0,0,0,0,0,0,0,1
5242,0,1,0,0,0,0,0,0,0
111393,0,0,0,0,0,0,0,0,1
71966,0,0,0,0,0,0,0,0,1
38814,0,0,0,0,0,1,0,0,0
115574,0,0,0,0,0,0,0,0,1
115408,0,0,0,0,0,0,0,0,1
66944,0,0,0,0,0,0,0,0,1
74771,0,0,0,0,0,0,0,0,1
113562,0,0,0,0,0,0,0,0,1
140337,0,0,0,0,0,0,0,0,1
133849,0,0,0,0,0,0,0,0,1
14694,0,1,0,0,0,0,0,0,0
133600,0,0,0,0,0,0,0,0,1
67873,0,0,0,0,0,0,0,0,1
19244,0,0,1,0,0,0,0,0,0
117378,0,0,0,0,0,0,0,0,1
58394,0,0,0,0,0,0,0,0,1
99674,0,0,0,0,0,0,0,0,1
90191,0,0,0,0,0,0,0,0,1
116879,0,0,0,0,0,0,0,0,1
39770,0,0,0,0,0,1,0,0,0
50655,0,0,0,0,0,0,0,1,0
57949,0,0,0,0,0,0,0,0,1
41723,0,0,0,0,0,1,0,0,0
94683,0,0,0,0,0,0,0,0,1
51467,0,0,0,0,0,0,0,1,0
61955,0,0,0,0,0,0,0,0,1
52138,0,0,0,0,0,0,0,1,0
63262,0,0,0,0,0,0,0,0,1
62734,0,0,0,0,0,0,0,0,1
54559,0,0,0,0,0,0,0,1,0
96860,0,0,0,0,0,0,0,0,1
128737,0,0,0,0,0,0,0,0,1
35141,0,0,0,0,0,1,0,0,0
58368,0,0,0,0,0,0,0,0,1
59509,0,0,0,0,0,0,0,0,1
13466,0,1,0,0,0,0,0,0,0
88541,0,0,0,0,0,0,0,0,1
109674,0,0,0,0,0,0,0,0,1
140840,0,0,0,0,0,0,0,0,1
47245,0,0,0,0,0,0,1,0,0
121123,0,0,0,0,0,0,0,0,1
75041,0,0,0,0,0,0,0,0,1
28060,0,0,0,1,0,0,0,0,0
51257,0,0,0,0,0,0,0,1,0
49336,0,0,0,0,0,0,0,1,0
22649,0,0,1,0,0,0,0,0,0
98047,0,0,0,0,0,0,0,0,1
32157,0,0,0,0,0,1,0,0,0
108106,0,0,0,0,0,0,0,0,1
113988,0,0,0,0,0,0,0,0,1
46016,0,0,0,0,0,0,1,0,0
134966,0,0,0,0,0,0,0,0,1
139569,0,0,0,0,0,0,0,0,1
8836,0,1,0,0,0,0,0,0,0
64921,0,0,0,0,0,0,0,0,1
43968,0,0,0,0,0,1,0,0,0
36970,0,0,0,0,0,1,0,0,0
137334,0,0,0,0,0,0,0,0,1
106361,0,0,0,0,0,0,0,0,1
30964,0,0,0,0,1,0,0,0,0
138820,0,0,0,0,0,0,0,0,1
52485,0,0,0,0,0,0,0,1,0
55694,0,0,0,0,0,0,0,1,0
90099,0,0,0,0,0,0,0,0,1
106805,0,0,0,0,0,0,0,0,1
99061,0,0,0,0,0,0,0,0,1
24853,0,0,1,0,0,0,0,0,0
49252,0,0,0,0,0,0,0,1,0
143638,0,0,0,0,0,0,0,0,1
57994,0,0,0,0,0,0,0,0,1
5587,0,1,0,0,0,0,0,0,0
97593,0,0,0,0,0,0,0,0,1
101186,0,0,0,0,0,0,0,0,1
89277,0,0,0,0,0,0,0,0,1
37674,0,0,0,0,0,1,0,0,0
94147,0,0,0,0,0,0,0,0,1
89861,0,0,0,0,0,0,0,0,1
138311,0,0,0,0,0,0,0,0,1
62445,0,0,0,0,0,0,0,0,1
43567,0,0,0,0,0,1,0,0,0
36813,0,0,0,0,0,1,0,0,0
35025,0,0,0,0,0,1,0,0,0
21974,0,0,1,0,0,0,0,0,0
90485,0,0,0,0,0,0,0,0,1
108643,0,0,0,0,0,0,0,0,1
30020,0,0,0,0,1,0,0,0,0
70217,0,0,0,0,0,0,0,0,1
89420,0,0,0,0,0,0,0,0,1
122727,0,0,0,0,0,0,0,0,1
72685,0,0,0,0,0,0,0,0,1
54275,0,0,0,0,0,0,0,1,0
115069,0,0,0,0,0,0,0,0,1
112793,0,0,0,0,0,0,0,0,1
68025,0,0,0,0,0,0,0,0,1
131504,0,0,0,0,0,0,0,0,1
5050,0,1,0,0,0,0,0,0,0
109879,0,0,0,0,0,0,0,0,1
61389,0,0,0,0,0,0,0,0,1
99271,0,0,0,0,0,0,0,0,1
84662,0,0,0,0,0,0,0,0,1
120553,0,0,0,0,0,0,0,0,1
90211,0,0,0,0,0,0,0,0,1
17250,0,1,0,0,0,0,0,0,0
121376,0,0,0,0,0,0,0,0,1
14018,0,1,0,0,0,0,0,0,0
33833,0,0,0,0,0,1,0,0,0
20642,0,0,1,0,0,0,0,0,0
140911,0,0,0,0,0,0,0,0,1
16892,0,1,0,0,0,0,0,0,0
115390,0,0,0,0,0,0,0,0,1
71416,0,0,0,0,0,0,0,0,1
26417,0,0,0,1,0,0,0,0,0
83770,0,0,0,0,0,0,0,0,1
57120,0,0,0,0,0,0,0,0,1
144267,0,0,0,0,0,0,0,0,1
93621,0,0,0,0,0,0,0,0,1
21317,0,0,1,0,0,0,0,0,0
1549,1,0,0,0,0,0,0,0,0
97385,0,0,0,0,0,0,0,0,1
133999,0,0,0,0,0,0,0,0,1
79545,0,0,0,0,0,0,0,0,1
132914,0,0,0,0,0,0,0,0,1
97345,0,0,0,0,0,0,0,0,1
93160,0,0,0,0,0,0,0,0,1
129734,0,0,0,0,0,0,0,0,1
74705,0,0,0,0,0,0,0,0,1
92515,0,0,0,0,0,0,0,0,1
8279,0,1,0,0,0,0,0,0,0
58737,0,0,0,0,0,0,0,0,1
63325,0,0,0,0,0,0,0,0,1
52708,0,0,0,0,0,0,0,1,0
36583,0,0,0,0,0,1,0,0,0
90273,0,0,0,0,0,0,0,0,1
104676,0,0,0,0,0,0,0,0,1
140467,0,0,0,0,0,0,0,0,1
70624,0,0,0,0,0,0,0,0,1
16168,0,1,0,0,0,0,0,0,0
56242,0,0,0,0,0,0,0,1,0
140842,0,0,0,0,0,0,0,0,1
82645,0,0,0,0,0,0,0,0,1
23627,0,0,1,0,0,0,0,0,0
21783,0,0,1,0,0,0,0,0,0
66318,0,0,0,0,0,0,0,0,1
127082,0,0,0,0,0,0,0,0,1
110273,0,0,0,0,0,0,0,0,1
68284,0,0,0,0,0,0,0,0,1
63218,0,0,0,0,0,0,0,0,1
101660,0,0,0,0,0,0,0,0,1
51730,0,0,0,0,0,0,0,1,0
91752,0,0,0,0,0,0,0,0,1
133649,0,0,0,0,0,0,0,0,1
127482,0,0,0,0,0,0,0,0,1
115652,0,0,0,0,0,0,0,0,1
65988,0,0,0,0,0,0,0,0,1
133448,0,0,0,0,0,0,0,0,1
97479,0,0,0,0,0,0,0,0,1
25913,0,0,1,0,0,0,0,0,0
84228,0,0,0,0,0,0,0,0,1
53351,0,0,0,0,0,0,0,1,0
8888,0,1,0,0,0,0,0,0,0
122723,0,0,0,0,0,0,0,0,1
76959,0,0,0,0,0,0,0,0,1
143068,0,0,0,0,0,0,0,0,1
85372,0,0,0,0,0,0,0,0,1
111818,0,0,0,0,0,0,0,0,1
52787,0,0,0,0,0,0,0,1,0
610,1,0,0,0,0,0,0,0,0
105358,0,0,0,0,0,0,0,0,1
63036,0,0,0,0,0,0,0,0,1
75728,0,0,0,0,0,0,0,0,1
93413,0,0,0,0,0,0,0,0,1
17998,0,1,0,0,0,0,0,0,0
100949,0,0,0,0,0,0,0,0,1
14479,0,1,0,0,0,0,0,0,0
48705,0,0,0,0,0,0,0,1,0
128127,0,0,0,0,0,0,0,0,1
120996,0,0,0,0,0,0,0,0,1
71634,0,0,0,0,0,0,0,0,1
56171,0,0,0,0,0,0,0,1,0
76507,0,0,0,0,0,0,0,0,1
123680,0,0,0,0,0,0,0,0,1
23398,0,0,1,0,0,0,0,0,0
136016,0,0,0,0,0,0,0,0,1
140622,0,0,0,0,0,0,0,0,1
85297,0,0,0,0,0,0,0,0,1
59230,0,0,0,0,0,0,0,0,1
85815,0,0,0,0,0,0,0,0,1
127446,0,0,0,0,0,0,0,0,1
128740,0,0,0,0,0,0,0,0,1
126919,0,0,0,0,0,0,0,0,1
113659,0,0,0,0,0,0,0,0,1
5062,0,1,0,0,0,0,0,0,0
92169,0,0,0,0,0,0,0,0,1
117443,0,0,0,0,0,0,0,0,1
65264,0,0,0,0,0,0,0,0,1
82644,0,0,0,0,0,0,0,0,1
129885,0,0,0,0,0,0,0,0,1
4671,0,1,0,0,0,0,0,0,0
75757,0,0,0,0,0,0,0,0,1
30458,0,0,0,0,1,0,0,0,0
120036,0,0,0,0,0,0,0,0,1
390,1,0,0,0,0,0,0,0,0
15809,0,1,0,0,0,0,0,0,0
8334,0,1,0,0,0,0,0,0,0
87846,0,0,0,0,0,0,0,0,1
28612,0,0,0,1,0,0,0,0,0
103185,0,0,0,0,0,0,0,0,1
75315,0,0,0,0,0,0,0,0,1
50675,0,0,0,0,0,0,0,1,0
82387,0,0,0,0,0,0,0,0,1
30836,0,0,0,0,1,0,0,0,0
73838,0,0,0,0,0,0,0,0,1
83840,0,0,0,0,0,0,0,0,1
53501,0,0,0,0,0,0,0,1,0
11285,0,1,0,0,0,0,0,0,0
46144,0,0,0,0,0,0,1,0,0
30606,0,0,0,0,1,0,0,0,0
80899,0,0,0,0,0,0,0,0,1
35574,0,0,0,0,0,1,0,0,0
132800,0,0,0,0,0,0,0,0,1
51248,0,0,0,0,0,0,0,1,0
39732,0,0,0,0,0,1,0,0,0
37948,0,0,0,0,0,1,0,0,0
113758,0,0,0,0,0,0,0,0,1
118542,0,0,0,0,0,0,0,0,1
18741,0,0,1,0,0,0,0,0,0
127035,0,0,0,0,0,0,0,0,1
71090,0,0,0,0,0,0,0,0,1
35777,0,0,0,0,0,1,0,0,0
32971,0,0,0,0,0,1,0,0,0
67570,0,0,0,0,0,0,0,0,1
88357,0,0,0,0,0,0,0,0,1
58160,0,0,0,0,0,0,0,0,1
143511,0,0,0,0,0,0,0,0,1
122660,0,0,0,0,0,0,0,0,1
138036,0,0,0,0,0,0,0,0,1
9606,0,1,0,0,0,0,0,0,0
90822,0,0,0,0,0,0,0,0,1
124584,0,0,0,0,0,0,0,0,1
125101,0,0,0,0,0,0,0,0,1
8331,0,1,0,0,0,0,0,0,0
131806,0,0,0,0,0,0,0,0,1
5658,0,1,0,0,0,0,0,0,0
119344,0,0,0,0,0,0,0,0,1
68494,0,0,0,0,0,0,0,0,1
36757,0,0,0,0,0,1,0,0,0
100411,0,0,0,0,0,0,0,0,1
23729,0,0,1,0,0,0,0,0,0
129761,0,0,0,0,0,0,0,0,1
127663,0,0,0,0,0,0,0,0,1
24891,0,0,1,0,0,0,0,0,0
139913,0,0,0,0,0,0,0,0,1
12776,0,1,0,0,0,0,0,0,0
82926,0,0,0,0,0,0,0,0,1
14538,0,1,0,0,0,0,0,0,0
73878,0,0,0,0,0,0,0,0,1
137903,0,0,0,0,0,0,0,0,1
133764,0,0,0,0,0,0,0,0,1
40355,0,0,0,0,0,1,0,0,0
121828,0,0,0,0,0,0,0,0,1
134118,0,0,0,0,0,0,0,0,1
88878,0,0,0,0,0,0,0,0,1
32933,0,0,0,0,0,1,0,0,0
11929,0,1,0,0,0,0,0,0,0
54675,0,0,0,0,0,0,0,1,0
57153,0,0,0,0,0,0,0,0,1
97330,0,0,0,0,0,0,0,0,1
75264,0,0,0,0,0,0,0,0,1
16929,0,1,0,0,0,0,0,0,0
115979,0,0,0,0,0,0,0,0,1
111996,0,0,0,0,0,0,0,0,1
33728,0,0,0,0,0,1,0,0,0
138285,0,0,0,0,0,0,0,0,1
36973,0,0,0,0,0,1,0,0,0
78808,0,0,0,0,0,0,0,0,1
112678,0,0,0,0,0,0,0,0,1
7690,0,1,0,0,0,0,0,0,0
57245,0,0,0,0,0,0,0,0,1
142566,0,0,0,0,0,0,0,0,1
133587,0,0,0,0,0,0,0,0,1
52569,0,0,0,0,0,0,0,1,0
129171,0,0,0,0,0,0,0,0,1
84316,0,0,0,0,0,0,0,0,1
3782,0,1,0,0,0,0,0,0,0
30875,0,0,0,0,1,0,0,0,0
4655,0,1,0,0,0,0,0,0,0
33787,0,0,0,0,0,1,0,0,0
63156,0,0,0,0,0,0,0,0,1
1344,1,0,0,0,0,0,0,0,0
3573,0,1,0,0,0,0,0,0,0
128959,0,0,0,0,0,0,0,0,1
47165,0,0,0,0,0,0,1,0,0
83244,0,0,0,0,0,0,0,0,1
85693,0,0,0,0,0,0,0,0,1
25868,0,0,1,0,0,0,0,0,0
143983,0,0,0,0,0,0,0,0,1
123314,0,0,0,0,0,0,0,0,1
40236,0,0,0,0,0,1,0,0,0
109255,0,0,0,0,0,0,0,0,1
49351,0,0,0,0,0,0,0,1,0
74349,0,0,0,0,0,0,0,0,1
111294,0,0,0,0,0,0,0,0,1
119619,0,0,0,0,0,0,0,0,1
63005,0,0,0,0,0,0,0,0,1
129,1,0,0,0,0,0,0,0,0
113860,0,0,0,0,0,0,0,0,1
16299,0,1,0,0,0,0,0,0,0
106985,0,0,0,0,0,0,0,0,1
40229,0,0,0,0,0,1,0,0,0
119319,0,0,0,0,0,0,0,0,1
34934,0,0,0,0,0,1,0,0,0
18387,0,0,1,0,0,0,0,0,0
68779,0,0,0,0,0,0,0,0,1
12960,0,1,0,0,0,0,0,0,0
126882,0,0,0,0,0,0,0,0,1
85829,0,0,0,0,0,0,0,0,1
109836,0,0,0,0,0,0,0,0,1
8421,0,1,0,0,0,0,0,0,0
69901,0,0,0,0,0,0,0,0,1
88515,0,0,0,0,0,0,0,0,1
45938,0,0,0,0,0,0,1,0,0
48180,0,0,0,0,0,0,1,0,0
81661,0,0,0,0,0,0,0,0,1
69120,0,0,0,0,0,0,0,0,1
3829,0,1,0,0,0,0,0,0,0
113128,0,0,0,0,0,0,0,0,1
88264,0,0,0,0,0,0,0,0,1
21198,0,0,1,0,0,0,0,0,0
